                   50	     0.54034538953579	 -0.00393134757822031	-1.38973128933628e-05	  7.7834149792011e-08	-2.85736958538507e-08
     50.5364001939051	    0.532441170908758	 -0.00397285824895978	-1.38717132385224e-05	-6.50343654484686e-08	 3.45218564845595e-08
     51.0648546043392	    0.524453751742971	 -0.00401451837630341	-1.37866321701097e-05	 1.07574884111727e-07	-1.56609711865485e-08
     51.5852801429876	    0.516383707088509	 -0.00405538943321854	 -1.3512942404148e-05	 2.92701214377189e-08	 6.93589585765153e-09
     52.0975949839065	    0.508232541154847	 -0.00409568328074346	 -1.3326502961597e-05	 6.39495949528168e-08	-2.83889667329618e-09
     52.6017185763883	     0.50000143668837	 -0.00413530748102782	-1.30990935129915e-05	 4.97551502220972e-08	 1.36929934058116e-09
     53.0975716576266	    0.491691730312862	  -0.0041742925376662	-1.28863799266909e-05	 5.66016620240362e-08	-4.45168346629998e-10
     53.5850762651784	    0.483304710278572	 -0.00421261651915402	-1.26644250864061e-05	 5.43758487125956e-08	 3.33615357561712e-10
     54.0641557492222	    0.474841703136455	 -0.00425028020317245	-1.24435855903826e-05	 5.60438957464271e-08	-4.20596890648994e-12
     54.5347347846096	    0.466304036127907	 -0.00428727473863127	-1.22194519711627e-05	  5.6022847694237e-08	 1.38740130495307e-10
     54.9967393827084	    0.457693053079807	 -0.00432359557005782	 -1.1993973185298e-05	 5.67165763243338e-08	 7.46367412318705e-11
     55.4500969030362	    0.449010107259643	 -0.00435923644378553	 -1.1766360585419e-05	 5.70898261997854e-08	 9.96669413666496e-11
      55.894736064681	    0.440256564147956	 -0.00439419198991439	-1.15370046165353e-05	 5.75881493602992e-08	 8.63189519861862e-11
     56.3305869575089	    0.431433799938455	 -0.00442845661167633	-1.13057888357915e-05	 5.80197641042446e-08	 8.94528895400981e-11
      56.757581053156	    0.422543201874932	  -0.0044620249650676	-1.10728151172523e-05	 5.84670099001983e-08	 8.54885051637666e-11
     57.1756512158033	    0.413586167794933	  -0.0044948917534702	-1.08380920877948e-05	 5.88944804036373e-08	 8.45559178230815e-11
     57.5847317127317	    0.404564106012413	 -0.00452705181729463	-1.06016685785804e-05	 5.93172124752073e-08	  8.2312379134919e-11
     57.9847582246578	    0.395478435052511	 -0.00455850009663629	-1.03635767061405e-05	 5.97287570514027e-08	 8.05817634841333e-11
     58.3756678558463	    0.386330583447045	 -0.00458923164839925	-1.01238559415684e-05	  6.0131686296927e-08	 7.86015696974118e-11
     58.7573991439993	    0.377121989502182	 -0.00461924164009341	 -9.8825431686933e-06	 6.05247931773079e-08	 7.67412799973499e-11
     59.1298920699197	    0.367854101075358	 -0.00464852535342764	 -9.6396766817719e-06	 6.09085164526846e-08	  7.4818817807909e-11
     59.4930880669483	    0.358528375346628	 -0.00467707818418684	-9.39529447174792e-06	 6.12825958867802e-08	 7.29012405997764e-11
     59.8469300301718	    0.349146278589726	 -0.00470489564301274	-9.14943510643695e-06	 6.16471114156525e-08	 7.09472480764362e-11
     60.1913623254014	    0.339709285941563	 -0.00473197335618711	-8.90213713100607e-06	 6.20018498764807e-08	 6.90190127272672e-11
     60.5263307979206	    0.330218881170302	 -0.00475830706628308	-8.65343960665399e-06	 6.23469462723847e-08	 6.70505873046068e-11
      60.851782780999	    0.320676556441946	 -0.00478389263292184	-8.40338140362107e-06	 6.26821661242616e-08	 6.50763887222183e-11
     61.1676671041738	     0.31108381208594	 -0.00480872603336931	-8.15200190640297e-06	 6.30075405183561e-08	   6.308686906209e-11
     61.4739341012951	    0.301442156359077	 -0.00483280336297813	-7.89934077438659e-06	 6.33230365920667e-08	 6.10946848667027e-11
     61.7705356183346	    0.291753105208419	 -0.00485612083613333	-7.64543758746683e-06	 6.36285175659168e-08	 5.91124926785369e-11
     62.0574250209569	    0.282018182033028	 -0.00487867478666557	-7.39033245666931e-06	 6.39241299893456e-08	  5.7080340454263e-11
      62.334557201852	    0.272238917444243	 -0.00490046166844982	 -7.1340651741636e-06	 6.42095523417652e-08	 5.50679501998275e-11
     62.6018885878273	    0.262416849025373	 -0.00492147805597759	 -6.8766762701955e-06	 6.44848854314262e-08	 5.30675503540579e-11
     62.8593771466583	    0.252553521089483	 -0.00494172064480132	-6.61820619063391e-06	 6.47501625650193e-08	 5.10111952678471e-11
      63.106982393698	    0.242650484437018	 -0.00496118625228407	-6.35869548615275e-06	 6.50052074391283e-08	 4.89719376162157e-11
     63.3446653982414	    0.232709296111685	 -0.00497987181777638	-6.09818510044491e-06	 6.52500942166512e-08	 4.68995953184503e-11
     63.5723887896472	    0.222731519155706	 -0.00499777440351296	-5.83671564058363e-06	  6.5484548006367e-08	 4.48641124251026e-11
     63.7901167632132	    0.212718722364268	 -0.00501489119450895	 -5.5743288451815e-06	 6.57089400668553e-08	  4.2780667897091e-11
     63.9978150858058	    0.202672480038378	 -0.00503121949959717	-5.31106529932934e-06	 6.59227992194644e-08	 4.07174294281276e-11
     64.1954511012428	    0.192594371738069	 -0.00504675675152536	-5.04696690950546e-06	 6.61264238921433e-08	 3.86359833015604e-11
     64.3829937354275	     0.18248598203317	 -0.00506150050734937	-4.78207482323967e-06	 6.63195924843762e-08	 3.65398822310681e-11
     64.5604135012346	    0.172348900255066	 -0.00507544844886366	-4.51643115995104e-06	 6.65024351143018e-08	 3.44555495246368e-11
     64.7276825031466	    0.162184720245881	 -0.00508859838317838	-4.25007701010394e-06	  6.6674634702224e-08	 3.23705506843908e-11
     64.8847744416393	    0.151995040108885	 -0.00510094824269371	-3.98305471116522e-06	 6.68363813183248e-08	 3.02907698923605e-11
