0	-0.641983
0.315099	-0.667406
0.625	-0.740419
0.943415	-0.859414
1.25	-1.00829
1.56839	-1.18812
1.875	-1.37485
2.19146	-1.57095
2.5	-1.75649
2.81417	-1.93321
3.125	-2.09279
3.43794	-2.23889
3.75	-2.37291
4.06275	-2.4983
4.375	-2.61646
4.68768	-2.72891
5	-2.83615
5.31263	-2.93907
5.625	-3.03801
5.9376	-3.13356
6.25	-3.22594
6.56258	-3.31554
6.875	-3.40253
7.18756	-3.48721
7.5	-3.56968
7.81255	-3.65018
8.125	-3.72878
8.43754	-3.80568
8.75	-3.88092
9.06254	-3.95467
9.375	-4.02697
9.68753	-4.09793
10	-4.1676
10.3125	-4.23608
10.625	-4.3034
10.9375	-4.36964
11.25	-4.43484
11.5625	-4.49906
11.875	-4.56232
12.1875	-4.62469
12.5	-4.68619
12.8125	-4.74687
13.125	-4.80675
13.4375	-4.86586
13.75	-4.92424
14.0625	-4.98191
14.375	-5.0389
14.6875	-5.09523
15	-5.15092
15.3125	-5.206
15.625	-5.26049
15.9375	-5.3144
16.25	-5.36775
16.5625	-5.42056
16.875	-5.47285
17.1875	-5.52463
17.5	-5.57592
17.8125	-5.62673
18.125	-5.67707
18.4375	-5.72696
18.75	-5.7764
19.0625	-5.82542
19.375	-5.87402
19.6875	-5.92221
20	-5.97001
20.3125	-6.01742
20.625	-6.06444
20.9375	-6.1111
21.25	-6.1574
21.5625	-6.20335
21.875	-6.24895
22.1875	-6.29422
22.5	-6.33915
22.8125	-6.38377
23.125	-6.42807
23.4375	-6.47206
23.75	-6.51575
24.0625	-6.55914
24.375	-6.60224
24.6875	-6.64506
25	-6.6876
25.3125	-6.72987
25.625	-6.77187
25.9375	-6.8136
26.25	-6.85508
26.5625	-6.89631
26.875	-6.93728
27.1875	-6.97802
27.5	-7.01851
27.8125	-7.05877
28.125	-7.0988
28.4375	-7.13859
28.75	-7.17817
29.0625	-7.21753
29.375	-7.25666
29.6875	-7.29559
30	-7.33431
30.3125	-7.37282
30.625	-7.41113
30.9375	-7.44924
31.25	-7.48716
31.5625	-7.52488
31.875	-7.56241
32.1875	-7.59975
32.5	-7.63691
32.8125	-7.67388
33.125	-7.71068
33.4375	-7.7473
33.75	-7.78375
34.0625	-7.82002
34.375	-7.85613
34.6875	-7.89207
35	-7.92784
35.3125	-7.96345
35.625	-7.99891
35.9375	-8.0342
36.25	-8.06934
36.5625	-8.10432
36.875	-8.13916
37.1875	-8.17384
37.5	-8.20837
37.8125	-8.24276
38.125	-8.27701
38.4375	-8.31111
38.75	-8.34507
39.0625	-8.3789
39.375	-8.41258
39.6875	-8.44613
40	-8.47955
40.3125	-8.51283
40.625	-8.54599
40.9375	-8.57901
41.25	-8.61191
41.5625	-8.64468
41.875	-8.67733
42.1875	-8.70985
42.5	-8.74225
42.8125	-8.77453
43.125	-8.80669
43.4375	-8.83873
43.75	-8.87066
44.0625	-8.90247
44.375	-8.93417
44.6875	-8.96575
45	-8.99723
45.3125	-9.02859
45.625	-9.05984
45.9375	-9.09099
46.25	-9.12202
46.5625	-9.15296
46.875	-9.18378
47.1875	-9.21451
47.5	-9.24513
47.8125	-9.27565
48.125	-9.30606
48.4375	-9.33638
48.75	-9.3666
49.0625	-9.39672
49.375	-9.42675
49.6875	-9.45668
50	-9.48651
